morpheme,type,mode,sameSubject,posneg,tense,dialect,specificity,perSubject,numbSubject,perObject,numbObject,V-form,V-action1,V-action2,t-form,t-action1,t-action2,k-form,k-action1,k-action2,q-form,q-action1,q-action2,condPrecSpecific,sources
tinnanisi,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,3,d,2,p,,n,,,n s,,,n,,,son,,,?
tinnasi,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,4,d,2,p,,n,,,n s,,,n,,,son,,,?
tinnagit,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,1,d,3,p,,n,,,n s,,,n,,,son,,,?
tinnagit,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,2,d,3,p,,n,,,n s,,,n,,,son,,,?
tinnanikkit,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,3,d,3,p,,n,,,n s,,,n,,,son,,,?
tinnagit,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,4,d,3,p,,n,,,n s,,,n,,,son,,,?
tinnanga,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,2,p,1,s,,n,,,n s,,,n,,,son,,,?
tinnaninga,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,1,s,,n,,,n s,,,n,,,son,,,?
tinnanga,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,1,s,,n,,,n s,,,n,,,son,,,?
tinnak,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,1,p,2,s,,n,,,n s,,,n,,,son,,,?
lunitiguk,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,3,p,1,d,,i(l),,tunitiguk,n,,tunitiguk,n,,tunitiguk,n,,,?
lunuk,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,4,p,1,d,,i(l),,tunuk,n,,tunuk,n,,tunuk,n,,,?
lutik,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,1,p,2,d,,i(l),,tutik,n,,tutik,n,,tutik,n,,,?
tinnanitit,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,2,s,,n,,,n s,,,n,,,son,,,?
tinnak,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,2,s,,n,,,n s,,,n,,,son,,,?
tinnagu,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,1,p,3,s,,n,,,n s,,,n,,,son,,,?
tinnagu,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,2,p,3,s,,n,,,n s,,,n,,,son,,,?
tinnanijjuk,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,3,s,,n,,,n s,,,n,,,son,,,?
tinnagu,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,3,s,,n,,,n s,,,n,,,son,,,?
tinnanuk,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,2,p,1,d,,n,,,n s,,,n,,,son,,,?
tinnanitiguk,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,1,d,,n,,,n s,,,n,,,son,,,?
tinnanuk,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,1,d,,n,,,n s,,,n,,,son,,,?
tinnatik,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,1,p,2,d,,n,,,n s,,,n,,,son,,,?
tinnanitik,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,2,d,,n,,,n s,,,n,,,son,,,?
tinnatik,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,2,d,,n,,,n s,,,n,,,son,,,?
tinnagik,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,1,p,3,d,,n,,,n s,,,n,,,son,,,?
tinnagik,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,2,p,3,d,,n,,,n s,,,n,,,son,,,?
tinnanigik,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,3,d,,n,,,n s,,,n,,,son,,,?
tinnagik,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,3,d,,n,,,n s,,,n,,,son,,,?
tinnata,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,2,p,1,p,,n,,,n s,,,n,,,son,,,?
lunitik,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,3,p,2,d,,i(l),,tunitik,n,,tunitik,n,,tunitik,n,,,?
lutik,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,4,p,2,d,,i(l),,tutik,n,,tutik,n,,tutik,n,,,?
lugik,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,1,p,3,d,,i(l),,tugik,n,,tugik,n,,tugik,n,,,?
tinnanitigut,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,1,p,,n,,,n s,,,n,,,son,,,?
tinnata,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,1,p,,n,,,n s,,,n,,,son,,,?
tinnasi,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,1,p,2,p,,n,,,n s,,,n,,,son,,,?
tinnanisi,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,2,p,,n,,,n s,,,n,,,son,,,?
tinnasi,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,2,p,,n,,,n s,,,n,,,son,,,?
tinnagit,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,1,p,3,p,,n,,,n s,,,n,,,son,,,?
tinnagit,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,2,p,3,p,,n,,,n s,,,n,,,son,,,?
tinnanigit,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,3,p,,n,,,n s,,,n,,,son,,,?
tinnagit,tv,part,non,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,3,p,,n,,,n s,,,n,,,son,,,?
nanga,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,s,1,s,,n,,,nas,,* ranga,nas fus,,,son,,,?
naninga,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,s,1,s,,n,,,nas,,* raninga,nas fus,,,son,,,?
nanga,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,s,1,s,,n,,,nas,,* nanga,nas fus,,,son,,,?
nak,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,s,2,s,,n,,,nas,,* rak,nas fus,,,son,,,?
nanitit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,s,2,s,,n,,,nas,,* ranitit,nas fus,,,son,,,?
nak,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,s,2,s,,n,,,nas,,* rak,nas fus,,,son,,,?
nagu,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,s,3,s,,n,,,nas,,* ragu,nas fus,,,son,,,?
nagu,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,s,3,s,,n,,,nas,,* ragu,nas fus,,,son,,,?
lugik,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,2,p,3,d,,i(l),,tugik,n,,tugik,n,,tugik,n,,,?
lunigik,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,3,p,3,d,,i(l),,tunigik,n,,tunigik,n,,tunigik,n,,,?
naniuk,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,s,3,s,,n,,,nas,,* raniuk,nas fus,,,son,,,?
nagu,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,s,3,s,,n,,,nas,,* ragu,nas fus,,,son,,,?
nanuk,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,s,1,d,,n,,,nas,,* ranuk,nas fus,,,son,,,?
nanitiguk,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,s,1,d,,n,,,nas,,* ranitiguk,nas fus,,,son,,,?
nanuk,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,s,1,d,,n,,,nas,,* ranuk,nas fus,,,son,,,?
natik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,s,2,d,,n,,,nas,,* ratik,nas fus,,,son,,,?
nanitik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,s,2,d,,n,,,nas,,* ranitik,nas fus,,,son,,,?
natik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,s,2,d,,n,,,nas,,* ratik,nas fus,,,son,,,?
nagik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,s,3,d,,n,,,nas,,* ragik,nas fus,,,son,,,?
nagik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,s,3,d,,n,,,nas,,* ragik,nas fus,,,son,,,?
nanigik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,s,3,d,,n,,,nas,,* ranigik,nas fus,,,son,,,?
nagik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,s,3,d,,n,,,nas,,* ragik,nas fus,,,son,,,?
nata,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,s,1,p,,n,,,nas,,* rata,nas fus,,,son,,,?
nanitigut,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,s,1,p,,n,,,nas,,* ranitigut,nas fus,,,son,,,?
nata,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,s,1,p,,n,,,nas,,* rata,nas fus,,,son,,,?
nasi,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,s,2,p,,n,,,nas,,* rasi,nas fus,,,son,,,?
nanisi,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,s,2,p,,n,,,nas,,* ranisi,nas fus,,,son,,,?
lugik,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,4,p,3,d,,i(l),,tugik,n,,tugik,n,,tugik,n,,,?
luta,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,2,p,1,p,,i(l),,tuta,n,,tuta,n,,tuta,n,,,?
nasi,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,s,2,p,,n,,,nas,,* rasi,nas fus,,,son,,,?
nagit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,s,3,p,,n,,,nas,,* ragit,nas fus,,,son,,,?
nagit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,s,3,p,,n,,,nas,,* ragit,nas fus,,,son,,,?
nanigit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,s,3,p,,n,,,nas,,* ranigit,nas fus,,,son,,,?
nagit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,s,3,p,,n,,,nas,,* ragit,nas fus,,,son,,,?
nanga,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,d,1,s,,n,,,nas,,* ranga,nas fus,,,son,,,?
naninga,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,d,1,s,,n,,,nas,,* raninga,nas fus,,,son,,,?
nanga,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,d,1,s,,n,,,nas,,* ranga,nas fus,,,son,,,?
nak,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,d,2,s,,n,,,nas,,* rak,nas fus,,,son,,,?
nanitit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,d,2,s,,n,,,nas,,* ranitit,nas fus,,,son,,,?
nak,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,d,2,s,,n,,,nas,,* rak,nas fus,,,son,,,?
nagu,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,d,3,s,,n,,,nas,,* ragu,nas fus,,,son,,,?
nagu,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,d,3,s,,n,,,nas,,* ragu,nas fus,,,son,,,?
nanikku,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,d,3,s,,n,,,nas,,* ranikku,nas fus,,,son,,,?
nagu,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,d,3,s,,n,,,nas,,* ragu,nas fus,,,son,,,?
nanuk,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,d,1,d,,n,,,nas,,* ranuk,nas fus,,,son,,,?
nanitiguk,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,d,1,d,,n,,,nas,,* ranitiguk,nas fus,,,son,,,?
lunitigut,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,3,p,1,p,,i(l),,tunitigut,n,,tunitigut,n,,tunitigut,n,,,?
luta,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,4,p,1,p,,i(l),,tuta,n,,tuta,n,,tuta,n,,,?
nanuk,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,d,1,d,,n,,,nas,,* ranuk,nas fus,,,son,,,?
natik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,d,2,d,,n,,,nas,,* ratik,nas fus,,,son,,,?
nanitik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,d,2,d,,n,,,nas,,* ranitik,nas fus,,,son,,,?
natik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,d,2,d,,n,,,nas,,* ratik,nas fus,,,son,,,?
nagik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,d,3,d,,n,,,nas,,* ragik,nas fus,,,son,,,?
nagik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,d,3,d,,n,,,nas,,* ragik,nas fus,,,son,,,?
nanikkik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,d,3,d,,n,,,nas,,* ranikkik,nas fus,,,son,,,?
nagik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,d,3,d,,n,,,nas,,* ragik,nas fus,,,son,,,?
nata,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,d,1,p,,n,,,nas,,* rata,nas fus,,,son,,,?
nanitigut,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,d,1,p,,n,,,nas,,* ranitigut,nas fus,,,son,,,?
nata,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,d,1,p,,n,,,nas,,* rata,nas fus,,,son,,,?
nasi,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,d,2,p,,n,,,nas,,* rasi,nas fus,,,son,,,?
nanisi,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,d,2,p,,n,,,nas,,* ranisi,nas fus,,,son,,,?
nasi,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,d,2,p,,n,,,nas,,* rasi,nas fus,,,son,,,?
nagit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,d,3,p,,n,,,nas,,* ragit,nas fus,,,son,,,?
nagit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,d,3,p,,n,,,nas,,* ragit,nas fus,,,son,,,?
nanikkit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,d,3,p,,n,,,nas,,* ranikkit,nas fus,,,son,,,?
lusi,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,1,p,2,p,,i(l),,tusi,n,,tusi,n,,tusi,n,,,?
lunisi,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,3,p,2,p,,i(l),,tunisi,n,,tunisi,n,,tunisi,n,,,?
nagit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,d,3,p,,n,,,nas,,* ragit,nas fus,,,son,,,?
nanga,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,p,1,s,,n,,,nas,,* ranga,nas fus,,,son,,,?
naninga,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,1,s,,n,,,nas,,* raninga,nas fus,,,son,,,?
nanga,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,1,s,,n,,,nas,,* ranga,nas fus,,,son,,,?
nak,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,p,2,s,,n,,,nas,,* rak,nas fus,,,son,,,?
nanitit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,2,s,,n,,,nas,,* ranitit,nas fus,,,son,,,?
nak,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,2,s,,n,,,nas,,* rak,nas fus,,,son,,,?
nagu,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,p,3,s,,n,,,nas,,* ragu,nas fus,,,son,,,?
nagu,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,p,3,s,,n,,,nas,,* ragu,nas fus,,,son,,,?
nanijjuk,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,3,s,,n,,,nas,,* ranijjuk,nas fus,,,son,,,?
nagu,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,3,s,,n,,,nas,,* ragu,nas fus,,,son,,,?
nanuk,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,p,1,d,,n,,,nas,,* ranuk,nas fus,,,son,,,?
nanitiguk,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,1,d,,n,,,nas,,* ranitiguk,nas fus,,,son,,,?
nanuk,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,1,d,,n,,,nas,,* ranuk,nas fus,,,son,,,?
natik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,p,2,d,,n,,,nas,,* ratik,nas fus,,,son,,,?
nanitik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,2,d,,n,,,nas,,* ranitik,nas fus,,,son,,,?
natik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,2,d,,n,,,nas,,* ratik,nas fus,,,son,,,?
lusi,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,4,p,2,p,,i(l),,tusi,n,,tusi,n,,tusi,n,,,?
lugit,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,1,p,3,p,,i(l),,tugit,n,,tugit,n,,tugit,n,,,?
nagik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,p,3,d,,n,,,nas,,* ragik,nas fus,,,son,,,?
nagik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,p,3,d,,n,,,nas,,* ragik,nas fus,,,son,,,?
nanigik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,3,d,,n,,,nas,,* ranigik,nas fus,,,son,,,?
nagik,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,3,d,,n,,,nas,,* ragik,nas fus,,,son,,,?
nata,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,p,1,p,,n,,,nas,,* rata,nas fus,,,son,,,?
nanitigut,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,1,p,,n,,,nas,,* ranitigut,nas fus,,,son,,,?
nata,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,1,p,,n,,,nas,,* rata,nas fus,,,son,,,?
nasi,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,p,2,p,,n,,,nas,,* rasi,nas fus,,,son,,,?
nanisi,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,2,p,,n,,,nas,,* ranisi,nas fus,,,son,,,?
nasi,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,2,p,,n,,,nas,,* rasi,nas fus,,,son,,,?
nagit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,1,p,3,p,,n,,,nas,,* ragit,nas fus,,,son,,,?
nagit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,2,p,3,p,,n,,,nas,,* ragit,nas fus,,,son,,,?
nanigit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,3,p,3,p,,n,,,nas,,* ranigit,nas fus,,,son,,,?
nagit,tv,part,oui,neg,,"North Baffin, Cumberland Peninsula",sp,4,p,3,p,,n,,,nas,,* ragit,nas fus,,,son,,,?
lugit,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,2,p,3,p,,i(l),,tugit,n,,tugit,n,,tugit,n,,,?
lunigit,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,3,p,3,p,,i(l),,tunigit,n,,tunigit,n,,tunigit,n,,,?
lugit,tv,part,oui,pos,prespas,Cumberland Peninsula,sp,4,p,3,p,,i(l),,tugit,n,,tugit,n,,tugit,n,,,?
